1,013824885;29,54198473
1,935483871;41,45038168
2,857142857;59,3129771
3,594470046;62,51908397
5,437788018;69,61832061
6,912442396;68,01526718
8,387096774;70,30534351
10,78341014;71,67938931
12,62672811;70,07633588
14,10138249;68,01526718
15,57603687;68,24427481
16,86635945;66,64122137
19,26267281;63,66412214
20,73732719;62,0610687
21,84331797;60,6870229
22,76497696;57,9389313
24,60829493;56,33587786
26,8202765;54,96183206
28,47926267;52,67175573
35,66820276;49,69465649
43,04147465;47,86259542
50,04608295;46,71755725
57,23502304;44,88549618
64,05529954;44,88549618
71,05990783;44,65648855
77,88018433;41,90839695
85,06912442;40,07633588
92,07373272;35,03816794
98,89400922;34,1221374
106,0829493;29,54198473
113,0875576;30,6870229
120,2764977;30,91603053
