0,829493088;32,29007634
1,935483871;42,82442748
2,857142857;62,29007634
3,963133641;68,47328244
6,912442396;74,42748092
8,01843318;71,67938931
10,59907834;68,93129771
11,88940092;71,67938931
12,62672811;56,5648855
13,5483871;64,1221374
14,65437788;69,84732824
15,57603687;51,98473282
16,86635945;61,14503817
17,78801843;66,18320611
18,52534562;53,35877863
19,26267281;61,60305344
21,29032258;67,55725191
21,84331797;50,38167939
22,58064516;59,3129771
24,23963134;66,18320611
24,42396313;55,64885496
26,08294931;61,14503817
27,18894009;67,09923664
27,92626728;57,70992366
29,03225806;63,4351145
35,85253456;66,18320611
43,04147465;55,19083969
49,86175115;57,48091603
56,86635945;48,09160305
64,23963134;45,57251908
71,05990783;41,90839695
78,06451613;42,36641221
85,06912442;40,07633588
92,07373272;37,32824427
99,07834101;35,03816794
106,0829493;32,97709924
112,9032258;35,03816794
120,0921659;33,20610687
